177,non functional,,,,,,
178,functional,,,,,,
179,functional needs repair,,,,,,
180,non functional,,,,,,
181,non functional,,,,,,
182,functional,,,,,,
183,functional needs repair,,,,,,
184,functional,,,,,,
185,functional,,,,,,
186,functional,,,,,,
187,non functional,,,,,,
189,functional,,,,,,
190,functional,,,,,,
191,functional,,,,,,
192,functional,,,,,,
193,non functional,,,,,,
194,functional needs repair,,,,,,
195,functional,,,,,,
196,non functional,,,,,,
197,functional,,,,,,
198,non functional,,,,,,
199,functional,,,,,,
200,functional,,,,,,
201,functional,,,,,,
202,functional,,,,,,
203,non functional,,,,,,
204,functional,,,,,,
205,functional,,,,,,
206,functional,,,,,,
207,functional,,,,,,
209,functional,,,,,,
210,non functional,,,,,,
212,functional,,,,,,
213,functional,,,,,,
214,non functional,,,,,,
215,non functional,,,,,,
218,functional,,,,,,
221,functional,,,,,,
222,non functional,,,,,,
223,functional,,,,,,
224,functional,,,,,,
225,non functional,,,,,,
226,functional,,,,,,
227,functional,,,,,,
229,functional needs repair,,,,,,
230,functional,,,,,,
231,functional,,,,,,
233,non functional,,,,,,
234,functional,,,,,,
235,non functional,,,,,,
236,functional,,,,,,
237,functional needs repair,,,,,,
238,functional,,,,,,
240,functional,,,,,,
241,functional,,,,,,
242,non functional,,,,,,
244,non functional,,,,,,
245,functional,,,,,,
246,non functional,,,,,,
248,functional,,,,,,
249,functional,,,,,,
250,functional,,,,,,
252,functional,,,,,,
253,non functional,,,,,,
254,functional,,,,,,
256,functional,,,,,,
257,non functional,,,,,,
258,functional needs repair,,,,,,
260,functional,,,,,,
261,functional,,,,,,
262,functional,,,,,,
264,non functional,,,,,,
265,non functional,,,,,,
266,functional,,,,,,
267,functional,,,,,,
268,functional needs repair,,,,,,
269,functional,,,,,,
271,functional,,,,,,
272,functional,,,,,,
274,non functional,,,,,,
275,non functional,,,,,,
276,non functional,,,,,,
278,functional,,,,,,
279,non functional,,,,,,
280,non functional,,,,,,
281,functional,,,,,,
283,functional,,,,,,
284,non functional,,,,,,
285,non functional,,,,,,
287,functional,,,,,,
288,non functional,,,,,,
289,functional,,,,,,
290,non functional,,,,,,
291,functional,,,,,,
292,functional,,,,,,
294,non functional,,,,,,
295,functional,,,,,,
296,functional,,,,,,
297,functional,,,,,,
298,functional,,,,,,
299,non functional,,,,,,
300,functional,,,,,,
301,functional,,,,,,
302,functional,,,,,,
305,functional,,,,,,
306,non functional,,,,,,
307,non functional,,,,,,
308,functional,,,,,,
310,non functional,,,,,,
311,functional,,,,,,
312,functional,,,,,,
313,functional needs repair,,,,,,
314,functional,,,,,,
315,functional needs repair,,,,,,
316,non functional,,,,,,
317,functional,,,,,,
318,non functional,,,,,,
319,functional,,,,,,
321,non functional,,,,,,
323,non functional,,,,,,
325,functional,,,,,,
326,functional needs repair,,,,,,
327,non functional,,,,,,
328,functional,,,,,,
330,functional,,,,,,
331,functional,,,,,,
332,non functional,,,,,,
333,non functional,,,,,,
334,non functional,,,,,,
335,non functional,,,,,,
336,non functional,,,,,,
337,functional,,,,,,
338,non functional,,,,,,
339,functional,,,,,,
342,functional,,,,,,
343,non functional,,,,,,
344,functional,,,,,,
345,non functional,,,,,,
346,functional,,,,,,
347,functional,,,,,,
348,non functional,,,,,,
349,functional,,,,,,
350,non functional,,,,,,
351,functional,,,,,,
352,functional,,,,,,
353,non functional,,,,,,
354,functional,,,,,,
355,functional,,,,,,
356,functional,,,,,,
357,functional needs repair,,,,,,
361,functional,,,,,,
362,functional,,,,,,
363,functional,,,,,,
366,non functional,,,,,,
367,functional,,,,,,
368,functional,,,,,,
369,functional,,,,,,
370,functional,,,,,,
371,non functional,,,,,,
373,non functional,,,,,,
374,functional,,,,,,
377,functional,,,,,,
378,functional,,,,,,
380,functional,,,,,,
381,functional needs repair,,,,,,
382,functional,,,,,,
384,non functional,,,,,,
385,functional,,,,,,
386,functional,,,,,,
387,non functional,,,,,,
388,functional,,,,,,
391,functional,,,,,,
392,non functional,,,,,,
393,functional,,,,,,
394,functional,,,,,,
395,non functional,,,,,,
397,functional,,,,,,
398,functional,,,,,,
399,functional,,,,,,
400,non functional,,,,,,
401,non functional,,,,,,
402,non functional,,,,,,
404,non functional,,,,,,
406,non functional,,,,,,
410,non functional,,,,,,
411,functional,,,,,,
412,non functional,,,,,,
413,functional needs repair,,,,,,
414,non functional,,,,,,
415,functional,,,,,,
416,functional,,,,,,
417,non functional,,,,,,
420,functional,,,,,,
421,functional,,,,,,
422,functional,,,,,,
423,non functional,,,,,,
424,non functional,,,,,,
425,non functional,,,,,,
426,non functional,,,,,,
429,functional,,,,,,
430,functional,,,,,,
431,functional,,,,,,
432,non functional,,,,,,
433,non functional,,,,,,
434,functional,,,,,,
435,functional,,,,,,
436,functional needs repair,,,,,,
437,non functional,,,,,,
438,non functional,,,,,,
439,functional,,,,,,
440,functional,,,,,,
441,non functional,,,,,,
442,functional,,,,,,
443,functional,,,,,,
444,functional,,,,,,
445,non functional,,,,,,
446,non functional,,,,,,
447,functional,,,,,,
448,functional,,,,,,
449,functional,,,,,,
450,non functional,,,,,,
451,functional,,,,,,
452,functional,,,,,,
454,functional,,,,,,
455,non functional,,,,,,
456,functional,,,,,,
457,non functional,,,,,,
458,functional,,,,,,
459,non functional,,,,,,
460,non functional,,,,,,
461,non functional,,,,,,
462,functional needs repair,,,,,,
463,functional,,,,,,
464,non functional,,,,,,
465,functional,,,,,,
468,non functional,,,,,,
469,functional,,,,,,
471,functional,,,,,,
472,non functional,,,,,,
474,functional,,,,,,
475,functional,,,,,,
476,functional,,,,,,
477,non functional,,,,,,
478,functional,,,,,,
479,functional,,,,,,
480,functional needs repair,,,,,,
481,non functional,,,,,,
482,functional,,,,,,
483,non functional,,,,,,
484,functional,,,,,,
485,functional,,,,,,
486,non functional,,,,,,
487,functional,,,,,,
488,functional,,,,,,
489,functional needs repair,,,,,,
490,functional,,,,,,
491,functional,,,,,,
492,non functional,,,,,,
493,functional,,,,,,
494,functional needs repair,,,,,,
495,functional,,,,,,
498,functional,,,,,,
500,functional,,,,,,
501,functional,,,,,,
502,non functional,,,,,,
504,functional,,,,,,
505,functional,,,,,,
506,functional,,,,,,
509,non functional,,,,,,
510,functional,,,,,,
511,functional,,,,,,
512,functional needs repair,,,,,,
513,functional,,,,,,
514,functional,,,,,,
515,non functional,,,,,,
516,functional,,,,,,
517,functional,,,,,,
518,functional,,,,,,
520,non functional,,,,,,
521,functional needs repair,,,,,,
523,functional,,,,,,
524,functional needs repair,,,,,,
525,functional,,,,,,
526,functional needs repair,,,,,,
527,non functional,,,,,,
529,non functional,,,,,,
530,non functional,,,,,,
531,functional,,,,,,
532,non functional,,,,,,
533,functional needs repair,,,,,,
534,non functional,,,,,,
535,functional,,,,,,
537,functional,,,,,,
538,non functional,,,,,,
539,functional,,,,,,
540,non functional,,,,,,
541,non functional,,,,,,
542,functional,,,,,,
543,functional,,,,,,
544,non functional,,,,,,
545,functional,,,,,,
546,non functional,,,,,,
548,functional needs repair,,,,,,
549,non functional,,,,,,
550,functional,,,,,,
551,functional needs repair,,,,,,
553,functional,,,,,,
554,functional,,,,,,
555,functional needs repair,,,,,,
556,functional,,,,,,
557,functional,,,,,,
558,functional,,,,,,
559,functional,,,,,,
560,functional,,,,,,
562,non functional,,,,,,
564,functional needs repair,,,,,,
565,non functional,,,,,,
566,non functional,,,,,,
567,functional,,,,,,
569,functional,,,,,,
571,functional,,,,,,
572,non functional,,,,,,
573,non functional,,,,,,
574,non functional,,,,,,
575,functional,,,,,,
576,non functional,,,,,,
578,non functional,,,,,,
579,functional needs repair,,,,,,
580,functional,,,,,,
581,non functional,,,,,,
582,non functional,,,,,,
583,functional,,,,,,
585,non functional,,,,,,
586,functional,,,,,,
587,non functional,,,,,,
588,functional,,,,,,
589,functional,,,,,,
590,non functional,,,,,,
591,functional,,,,,,
592,functional,,,,,,
593,functional,,,,,,
594,non functional,,,,,,
595,functional needs repair,,,,,,
596,non functional,,,,,,
597,functional,,,,,,
598,functional,,,,,,
599,non functional,,,,,,
600,non functional,,,,,,
601,non functional,,,,,,
602,functional,,,,,,
603,functional,,,,,,
604,functional,,,,,,
605,functional,,,,,,
606,functional,,,,,,
607,functional,,,,,,
609,non functional,,,,,,
610,non functional,,,,,,
613,functional,,,,,,
614,non functional,,,,,,
615,functional,,,,,,
616,functional,,,,,,
617,functional,,,,,,
618,functional,,,,,,
619,functional,,,,,,
620,functional,,,,,,
622,non functional,,,,,,
623,non functional,,,,,,
624,functional,,,,,,
626,non functional,,,,,,
627,functional,,,,,,
628,functional,,,,,,
630,non functional,,,,,,
631,functional,,,,,,
632,functional,,,,,,
633,non functional,,,,,,
634,functional,,,,,,
636,functional needs repair,,,,,,
637,functional,,,,,,
638,functional,,,,,,
639,functional,,,,,,
640,functional,,,,,,
641,non functional,,,,,,
642,non functional,,,,,,
644,functional,,,,,,
645,functional,,,,,,
648,functional,,,,,,
649,non functional,,,,,,
650,non functional,,,,,,
651,functional needs repair,,,,,,
652,non functional,,,,,,
654,non functional,,,,,,
655,functional,,,,,,
656,non functional,,,,,,
657,non functional,,,,,,
658,non functional,,,,,,
659,non functional,,,,,,
661,functional,,,,,,
662,functional,,,,,,
664,non functional,,,,,,
665,functional,,,,,,
666,functional,,,,,,
667,functional,,,,,,
668,functional,,,,,,
669,functional,,,,,,
670,functional,,,,,,
672,non functional,,,,,,
673,functional,,,,,,
674,functional,,,,,,
675,non functional,,,,,,
676,functional needs repair,,,,,,
677,functional,,,,,,
678,functional,,,,,,
679,functional needs repair,,,,,,
680,non functional,,,,,,
681,functional needs repair,,,,,,
683,non functional,,,,,,
684,non functional,,,,,,
686,functional,,,,,,
687,functional,,,,,,
688,functional needs repair,,,,,,
689,functional,,,,,,
690,functional needs repair,,,,,,
691,non functional,,,,,,
692,functional,,,,,,
693,functional,,,,,,
694,functional needs repair,,,,,,
695,functional,,,,,,
696,functional,,,,,,
697,functional,,,,,,
699,functional,,,,,,
700,functional,,,,,,
701,non functional,,,,,,
702,non functional,,,,,,
703,functional,,,,,,
705,non functional,,,,,,
706,functional,,,,,,
709,functional,,,,,,
710,non functional,,,,,,
711,non functional,,,,,,
713,non functional,,,,,,
714,functional,,,,,,
715,non functional,,,,,,
716,functional,,,,,,
717,non functional,,,,,,
718,functional,,,,,,
719,non functional,,,,,,
720,non functional,,,,,,
721,non functional,,,,,,
722,non functional,,,,,,
723,functional,,,,,,
724,non functional,,,,,,
725,functional,,,,,,
727,functional,,,,,,
728,functional,,,,,,
729,non functional,,,,,,
730,functional,,,,,,
732,non functional,,,,,,
733,functional,,,,,,
734,functional,,,,,,
735,functional,,,,,,
736,non functional,,,,,,
738,functional,,,,,,
739,functional,,,,,,
740,functional,,,,,,
741,non functional,,,,,,
742,functional needs repair,,,,,,
744,functional,,,,,,
745,functional,,,,,,
746,functional,,,,,,
747,functional,,,,,,
748,functional,,,,,,
749,functional,,,,,,
750,non functional,,,,,,
751,functional,,,,,,
753,non functional,,,,,,
754,functional,,,,,,
756,non functional,,,,,,
757,non functional,,,,,,
758,functional,,,,,,
759,non functional,,,,,,
760,non functional,,,,,,
761,functional,,,,,,
763,non functional,,,,,,
764,functional,,,,,,
765,functional,,,,,,
766,non functional,,,,,,
767,functional,,,,,,
769,functional,,,,,,
770,functional,,,,,,
771,functional,,,,,,
772,functional,,,,,,
773,functional,,,,,,
774,functional,,,,,,
775,functional,,,,,,
776,non functional,,,,,,
777,functional,,,,,,
778,non functional,,,,,,
779,functional,,,,,,
780,non functional,,,,,,
781,non functional,,,,,,
782,non functional,,,,,,
783,functional,,,,,,
784,functional,,,,,,
785,non functional,,,,,,
786,non functional,,,,,,
787,functional,,,,,,
788,non functional,,,,,,
791,non functional,,,,,,
792,functional,,,,,,
793,functional needs repair,,,,,,
794,non functional,,,,,,
795,functional,,,,,,
796,functional,,,,,,
797,functional,,,,,,
798,non functional,,,,,,
800,non functional,,,,,,
801,non functional,,,,,,
802,functional,,,,,,
803,non functional,,,,,,
804,non functional,,,,,,
805,functional,,,,,,
806,functional,,,,,,
808,functional,,,,,,
810,functional,,,,,,
811,functional,,,,,,
812,non functional,,,,,,
813,functional,,,,,,
814,non functional,,,,,,
815,functional,,,,,,
816,functional,,,,,,
818,functional,,,,,,
820,functional,,,,,,
821,functional,,,,,,
822,functional,,,,,,
823,functional,,,,,,
824,functional,,,,,,
825,functional,,,,,,
826,functional,,,,,,
827,non functional,,,,,,
828,non functional,,,,,,
829,non functional,,,,,,
831,functional,,,,,,
832,non functional,,,,,,
834,functional,,,,,,
836,functional,,,,,,
837,non functional,,,,,,
838,non functional,,,,,,
839,non functional,,,,,,
841,functional,,,,,,
842,functional,,,,,,
843,functional,,,,,,
844,functional,,,,,,
846,non functional,,,,,,
847,functional,,,,,,
850,functional,,,,,,
851,functional,,,,,,
852,non functional,,,,,,
853,functional,,,,,,
854,functional,,,,,,
855,functional,,,,,,
856,functional,,,,,,
857,non functional,,,,,,
859,non functional,,,,,,
860,functional,,,,,,
861,functional,,,,,,
863,functional,,,,,,
864,functional,,,,,,
866,functional,,,,,,
867,non functional,,,,,,
869,functional needs repair,,,,,,
870,non functional,,,,,,
871,non functional,,,,,,
872,functional needs repair,,,,,,
874,functional,,,,,,
875,non functional,,,,,,
876,functional,,,,,,
877,functional,,,,,,
878,functional,,,,,,
879,non functional,,,,,,
880,functional,,,,,,
881,non functional,,,,,,
883,functional,,,,,,
885,functional,,,,,,
887,functional needs repair,,,,,,
888,functional,,,,,,
890,functional,,,,,,
892,functional,,,,,,
896,functional,,,,,,
897,functional,,,,,,
900,non functional,,,,,,
903,non functional,,,,,,
905,functional,,,,,,
906,non functional,,,,,,
909,functional,,,,,,
910,functional,,,,,,
916,non functional,,,,,,
919,functional,,,,,,
921,non functional,,,,,,
922,non functional,,,,,,
923,non functional,,,,,,
924,non functional,,,,,,
925,functional,,,,,,
926,non functional,,,,,,
928,functional,,,,,,
929,functional,,,,,,
930,functional,,,,,,
931,functional,,,,,,
932,functional,,,,,,
934,functional,,,,,,
935,non functional,,,,,,
937,non functional,,,,,,
938,non functional,,,,,,
939,non functional,,,,,,
940,non functional,,,,,,
942,functional,,,,,,
943,non functional,,,,,,
944,non functional,,,,,,
946,functional,,,,,,
947,functional needs repair,,,,,,
948,non functional,,,,,,
950,functional,,,,,,
951,functional needs repair,,,,,,
953,functional,,,,,,
954,non functional,,,,,,
956,non functional,,,,,,
957,functional,,,,,,
960,non functional,,,,,,
961,functional,,,,,,
962,functional,,,,,,
964,functional,,,,,,
966,functional,,,,,,
967,functional needs repair,,,,,,
968,functional,,,,,,
969,functional,,,,,,
971,functional,,,,,,
972,non functional,,,,,,
977,functional,,,,,,
978,functional,,,,,,
979,functional,,,,,,
980,non functional,,,,,,
981,non functional,,,,,,
982,functional,,,,,,
983,functional,,,,,,
984,functional,,,,,,
985,functional,,,,,,
987,functional,,,,,,
988,non functional,,,,,,
989,functional needs repair,,,,,,
990,functional,,,,,,
991,functional,,,,,,
993,functional,,,,,,
994,functional,,,,,,
995,functional,,,,,,
996,functional,,,,,,
998,functional,,,,,,
999,non functional,,,,,,
1002,non functional,,,,,,
1004,functional,,,,,,
1006,functional needs repair,,,,,,
1007,functional,,,,,,
1008,functional,,,,,,
1009,functional,,,,,,
1011,functional,,,,,,
1012,non functional,,,,,,
1013,functional,,,,,,
1014,non functional,,,,,,
1015,functional needs repair,,,,,,
1016,functional,,,,,,
1017,functional,,,,,,
1019,functional,,,,,,
1021,functional,,,,,,
1022,non functional,,,,,,
1025,functional,,,,,,
1026,functional,,,,,,
1027,functional needs repair,,,,,,
1029,non functional,,,,,,
1030,non functional,,,,,,
1031,functional,,,,,,
1032,functional,,,,,,
1033,functional,,,,,,
1034,non functional,,,,,,
1035,functional needs repair,,,,,,
1036,functional,,,,,,
1037,functional,,,,,,
1038,non functional,,,,,,
1039,functional,,,,,,
1040,non functional,,,,,,
1041,functional,,,,,,
1042,functional,,,,,,
1043,non functional,,,,,,
1044,functional needs repair,,,,,,
1045,non functional,,,,,,
1046,functional,,,,,,
1047,functional,,,,,,
1050,non functional,,,,,,
1052,functional,,,,,,
1053,functional,,,,,,
1054,non functional,,,,,,
1055,functional needs repair,,,,,,
1056,functional,,,,,,
1057,functional,,,,,,
1058,functional,,,,,,
1059,functional,,,,,,
1060,non functional,,,,,,
1061,non functional,,,,,,
1062,functional,,,,,,
1063,non functional,,,,,,
1064,non functional,,,,,,
1066,non functional,,,,,,
1067,non functional,,,,,,
1068,functional,,,,,,
1069,non functional,,,,,,
1070,non functional,,,,,,
1071,non functional,,,,,,
1072,functional,,,,,,
1073,non functional,,,,,,
1074,non functional,,,,,,
1075,non functional,,,,,,
1076,functional,,,,,,
1077,functional,,,,,,
1078,functional,,,,,,
1079,functional,,,,,,
1080,functional,,,,,,
1082,functional,,,,,,
1083,non functional,,,,,,
1085,non functional,,,,,,
1086,functional,,,,,,
1087,functional,,,,,,
1088,functional,,,,,,
1089,functional,,,,,,
1091,non functional,,,,,,
1092,functional,,,,,,
1093,non functional,,,,,,
1094,functional,,,,,,
1095,functional,,,,,,
1096,functional,,,,,,
1097,functional,,,,,,
1100,functional,,,,,,
1101,non functional,,,,,,
1102,functional,,,,,,
1104,non functional,,,,,,
1105,functional,,,,,,
1106,non functional,,,,,,
1107,functional,,,,,,
1108,non functional,,,,,,
1109,functional,,,,,,
1110,functional,,,,,,
1113,functional needs repair,,,,,,
1114,non functional,,,,,,
1115,functional,,,,,,
1116,functional,,,,,,
1117,non functional,,,,,,
1118,functional,,,,,,
1119,non functional,,,,,,
1120,functional,,,,,,
1123,functional,,,,,,
1124,non functional,,,,,,
1125,non functional,,,,,,
1126,non functional,,,,,,
1127,functional,,,,,,
1128,non functional,,,,,,
1129,non functional,,,,,,
1130,functional,,,,,,
1132,non functional,,,,,,
1133,functional,,,,,,
1134,non functional,,,,,,
1135,functional needs repair,,,,,,
1136,functional,,,,,,
1138,non functional,,,,,,
1139,functional,,,,,,
1140,functional,,,,,,
1141,functional,,,,,,
1142,non functional,,,,,,
1144,functional,,,,,,
1145,functional,,,,,,
1146,functional,,,,,,
1147,non functional,,,,,,
1148,functional,,,,,,
1150,functional,,,,,,
1151,non functional,,,,,,
1152,functional,,,,,,
1153,functional,,,,,,
1154,non functional,,,,,,
1155,functional,,,,,,
1156,functional,,,,,,
1157,non functional,,,,,,
1158,functional,,,,,,
1159,non functional,,,,,,
1160,functional,,,,,,
1161,functional,,,,,,
1162,functional,,,,,,
1165,functional,,,,,,
1166,functional,,,,,,
1167,functional needs repair,,,,,,
1168,functional,,,,,,
1169,non functional,,,,,,
1170,non functional,,,,,,
1171,functional,,,,,,
1173,non functional,,,,,,
1174,functional,,,,,,
1175,functional,,,,,,
1176,functional,,,,,,
1179,functional,,,,,,
1180,functional,,,,,,
1181,functional,,,,,,
1182,functional,,,,,,
1184,non functional,,,,,,
1185,functional,,,,,,
1186,functional,,,,,,
1187,functional,,,,,,
1189,functional,,,,,,
1190,non functional,,,,,,
1191,functional,,,,,,
1192,functional,,,,,,
1193,functional,,,,,,
1194,functional,,,,,,
1196,functional,,,,,,
1197,non functional,,,,,,
1199,functional,,,,,,
1200,functional,,,,,,
1201,functional,,,,,,
1202,non functional,,,,,,
1203,functional,,,,,,
1204,non functional,,,,,,
1205,non functional,,,,,,
1206,functional,,,,,,
1208,functional,,,,,,
1209,functional,,,,,,
1210,functional,,,,,,
1212,non functional,,,,,,
1213,functional,,,,,,
1214,non functional,,,,,,
1216,functional,,,,,,
1217,functional,,,,,,
1218,non functional,,,,,,
1220,functional,,,,,,
1221,functional,,,,,,
1222,non functional,,,,,,
1224,non functional,,,,,,
1225,non functional,,,,,,
1226,functional,,,,,,
1227,non functional,,,,,,
1229,functional,,,,,,
1230,non functional,,,,,,
1231,non functional,,,,,,
1232,non functional,,,,,,
1234,non functional,,,,,,
1235,non functional,,,,,,
1236,functional,,,,,,
1237,functional,,,,,,
1239,functional,,,,,,
1240,non functional,,,,,,
1241,functional needs repair,,,,,,
1242,functional,,,,,,
1243,functional,,,,,,
1244,functional needs repair,,,,,,
1245,functional,,,,,,
1246,non functional,,,,,,
1247,non functional,,,,,,
1248,functional needs repair,,,,,,
1249,non functional,,,,,,
1250,non functional,,,,,,
1251,functional,,,,,,
1253,functional,,,,,,
1254,functional,,,,,,
1255,functional,,,,,,
1258,functional,,,,,,
1259,non functional,,,,,,
1260,functional,,,,,,
1261,non functional,,,,,,
1262,functional,,,,,,
1263,non functional,,,,,,
1264,functional,,,,,,
1266,non functional,,,,,,
1267,functional,,,,,,
1268,functional,,,,,,
1269,non functional,,,,,,
1270,functional,,,,,,
1273,functional,,,,,,
1275,non functional,,,,,,
1276,functional,,,,,,
1277,functional,,,,,,
1278,functional,,,,,,
1279,non functional,,,,,,
1280,functional,,,,,,
1281,functional,,,,,,
1282,functional,,,,,,
1284,non functional,,,,,,
1285,functional,,,,,,
1286,functional,,,,,,
1287,non functional,,,,,,
1288,non functional,,,,,,
1289,functional,,,,,,
1292,non functional,,,,,,
1293,functional,,,,,,
1294,functional,,,,,,
1295,functional,,,,,,
1296,functional,,,,,,
1297,functional,,,,,,
1298,non functional,,,,,,
1299,functional,,,,,,
1300,functional,,,,,,
1301,functional,,,,,,
1302,functional,,,,,,
1303,functional,,,,,,
1304,functional,,,,,,
1305,functional,,,,,,
1306,non functional,,,,,,
1307,non functional,,,,,,
1308,functional needs repair,,,,,,
1309,non functional,,,,,,
1310,functional,,,,,,
1311,non functional,,,,,,
1314,non functional,,,,,,
1315,non functional,,,,,,
1316,functional,,,,,,
1317,functional,,,,,,
1318,functional needs repair,,,,,,
1319,functional needs repair,,,,,,
1321,non functional,,,,,,
1322,non functional,,,,,,
1323,functional,,,,,,
1324,functional,,,,,,
1325,functional,,,,,,
1326,non functional,,,,,,
1327,functional,,,,,,
1328,non functional,,,,,,
1330,functional,,,,,,
1331,non functional,,,,,,
1333,non functional,,,,,,
1335,functional needs repair,,,,,,
1336,functional,,,,,,
1337,functional,,,,,,
1338,non functional,,,,,,
1339,functional needs repair,,,,,,
1340,non functional,,,,,,
1342,non functional,,,,,,
1343,non functional,,,,,,
1345,functional,,,,,,
1346,non functional,,,,,,
1347,non functional,,,,,,
1348,functional,,,,,,
1349,functional,,,,,,
1351,functional,,,,,,
1352,non functional,,,,,,
1353,functional,,,,,,
1354,functional,,,,,,
1355,functional,,,,,,
1356,non functional,,,,,,
1357,non functional,,,,,,
1358,functional,,,,,,
1359,non functional,,,,,,
1360,non functional,,,,,,
1362,functional,,,,,,
1363,functional,,,,,,
1364,functional,,,,,,
1366,functional needs repair,,,,,,
1367,functional,,,,,,
1368,non functional,,,,,,
1369,non functional,,,,,,
1371,non functional,,,,,,
1373,functional,,,,,,
1374,functional,,,,,,
1375,non functional,,,,,,
1376,functional,,,,,,
1377,functional needs repair,,,,,,
1378,functional,,,,,,
1380,non functional,,,,,,
1381,non functional,,,,,,
1382,functional needs repair,,,,,,
1383,non functional,,,,,,
1384,functional,,,,,,
1385,non functional,,,,,,
1387,functional,,,,,,
1388,non functional,,,,,,
1389,non functional,,,,,,
1390,functional,,,,,,
1391,functional,,,,,,
1392,non functional,,,,,,
1393,non functional,,,,,,
1394,non functional,,,,,,
1395,functional,,,,,,
1396,functional,,,,,,
1397,non functional,,,,,,
1399,functional needs repair,,,,,,
1400,functional,,,,,,
1401,functional,,,,,,
1402,functional,,,,,,
1403,functional,,,,,,
1404,non functional,,,,,,
1405,functional,,,,,,
1406,functional needs repair,,,,,,
1408,non functional,,,,,,
1409,non functional,,,,,,
1410,functional,,,,,,
1411,functional,,,,,,
1412,non functional,,,,,,
1414,functional,,,,,,
1415,non functional,,,,,,
1416,functional,,,,,,
1417,non functional,,,,,,
1418,functional,,,,,,
1421,non functional,,,,,,
1422,functional,,,,,,
1423,functional,,,,,,
1424,functional needs repair,,,,,,
1425,functional,,,,,,
1426,non functional,,,,,,
1427,functional,,,,,,
1428,functional,,,,,,
1429,functional needs repair,,,,,,
1430,non functional,,,,,,
1432,functional,,,,,,
1433,functional,,,,,,
1434,non functional,,,,,,
1436,functional needs repair,,,,,,
1437,functional,,,,,,
1438,non functional,,,,,,
1439,functional,,,,,,
1441,functional needs repair,,,,,,
1442,functional,,,,,,
1443,functional,,,,,,
